xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
10.24,3.81,-4.97,62.93,29.24,-34.06
8.65,-3.82,-2.1,-3.42,-0.98,-0.73
5.38,-3.52,-6.8,-54.44,45.84,39
6.76,1.82,-5.65,31.19,-1.53,-33.45
6.63,-2.54,-6.39,-1.53,3.05,16.66
7.34,-2.36,-4.8,56.27,-16.6,-64.39
5.69,0.86,-8.14,26.79,46.51,-10.44
7.41,3.14,-4.31,52.19,31.01,15.32
8.36,-0.03,4.92,0.98,4.33,-24.6
-1.61,-1.23,7.41,82.46,-58.41,-30.52
7.32,-3.19,-5.14,-62.68,15.99,48.65
5.84,-2.14,-7.1,-40.16,43.03,20.39
16.51,-2.63,-9.58,-4.15,6.96,29.79
9.04,-0.11,-5.24,14.4,-15.5,-9.28
7.73,-1.29,-6.44,-9.46,-9.09,3.11
7.16,-0.91,-6.6,8.42,-8.73,3.54
9.43,-2.51,-7,-6.84,-7.81,11.72
7.55,-3.47,6.08,0.12,2.93,-5.68
6.71,-0.64,-6.68,71.53,-4.7,-39.49
8.7,-2.45,-3.29,-5.43,-42.85,19.35
6.95,0.84,-6.41,-35.83,1.46,15.44
4.52,-6.11,6.51,-1.4,1.1,-0.79
9.01,-2.27,-3.74,-14.65,-4.52,-13.31
8.29,-2.24,-7.51,-13.98,11.66,29.42
6.67,1.05,7.14,8.67,-0.85,-9.95
6.32,-3.65,-2.79,-32.04,9.95,18.62
3.2,-3.61,-6.84,55.66,-15.38,-59.08
9.47,-2.67,-2.49,1.77,4.52,-2.93
10.57,-2.41,-6.92,89.29,16.78,-14.53
5.48,-4.54,6.97,-3.42,-2.93,0.98
7.85,-0.97,-3.44,11.17,-6.84,-4.76
9.91,-0.42,-7.86,2.08,12.88,-8.06
2.46,-0.52,-9.87,-16.3,39.12,10.5
0.48,-1.11,-2.71,0.67,-66.53,-41.5
12.84,1.33,-10.31,-15.14,10.31,52.98
2.22,-4.32,5.4,-10.07,24.11,1.77
7.86,-0.76,-7.6,8.73,3.11,-4.64
5.03,-5.77,6.4,-13.37,15.69,-6.23
6.98,-0.22,-6.64,-12.51,-11.35,5.13
18.74,-4.18,-6.39,14.71,26.49,17.52
7.21,-1.83,-6.43,1.46,2.69,-5.62
8.08,-2.3,-4.68,0,0.06,-1.89
2.59,-7.16,6.64,-0.24,0.31,-0.73
9.45,-8.96,2.69,44.8,57.07,-10.44
5.92,-1.12,7.84,-0.12,0.37,-0.85
9.82,-0.11,-6.53,9.58,25.7,-20.2
5.91,-4.19,2.54,55.66,86.24,78.43
5.71,0.96,-5.86,-9.4,-12.15,3.6
8.53,-1.9,-3.48,5.25,1.89,-5.49
3.64,2.65,10.16,5.92,2.75,13.85
8.38,-3.12,-1.46,19.29,-0.12,-3.23
8.86,-1.87,-4.09,46.02,-18.49,-11.47
3.14,-32.08,10.04,167.11,-20.57,73.3
5.68,0.39,-2.55,-48.22,7.57,17.27
6.96,1.07,-5.06,-32.04,-16.91,44.49
5.94,-0.61,-7.13,-29.54,-5.62,24.78
5.26,-0.49,-6.16,-5.13,3.66,20.94
7.81,-0.03,-4.48,-7.63,-14.59,14.71
6.37,1.13,-3.54,-17.52,7.93,16.97
6.8,0.31,-4.87,111.08,-23.62,-11.05
7.47,-2.28,-5.35,-96.19,25.45,50.96
9.55,-1.24,-3.76,-62.07,13.61,15.08
7.08,-0.38,-6.18,-13.92,-5.74,11.11
7.35,-2.97,-5.39,-7.69,2.44,10.74
7.92,0.09,-4.06,-34.67,-2.08,27.28
6.58,-3.36,-7.53,12.15,-10.8,-19.59
7.66,-2.29,-5.44,-9.46,2.87,2.81
5.5,-0.48,-8.37,34.55,45.53,7.08
5.59,-0.5,-6.05,4.82,-4.7,-5.55
7.53,1.1,-6.08,88.07,-18.19,-58.59
7.72,0.26,-7.61,10.31,11.78,-17.76
7.17,-6.41,-6.75,20.81,-9.52,-14.1
6.05,-1.1,7.87,-0.55,1.28,-0.85
7.89,-1.69,-3.96,11.17,0.92,0
6.02,-2.26,7.53,-0.49,1.83,-0.73
8.69,-2.56,-1.81,17.7,-26.61,-18.8
4.91,-1.01,-4.62,3.66,29.72,-10.25
5.87,-3.42,-5.17,4.94,-13.61,-11.47
6.91,-0.94,-7.3,3.91,-3.17,7.32
2.59,10.26,-0.06,30.21,-1.53,-36.87
3.63,-1.19,-7.11,-57.43,25.39,66.47
4.23,-3.29,-6.88,-104.68,36.56,88.13
4.5,-4.04,-6.83,-72.57,60.42,31.19
10,1.16,-6.72,-68.3,47.85,71.96
5.2,-0.3,-5.7,-8.42,-6.23,8.24
5.1,-0.12,-7.16,-16.91,13.06,5.74
4.76,-2.72,-6.52,139.83,-41.87,-93.2
7.58,2.28,-6.13,11.41,-15.2,-10.44
9.36,-1.74,-1.63,-0.67,-0.24,0.37
9.1,3.34,-7.76,-85.21,38.09,56.21
8.44,-0.82,-6.67,15.87,1.46,6.77
7.08,-3.28,-7.03,9.03,2.2,-13
11.21,-0.32,-3,11.72,-17.15,-25.02
7.47,-3.08,-5.17,-7.26,3.54,16.3
5.28,-6.43,10.02,30.27,6.35,-25.09
6.84,-3.76,-6.82,17.52,0.79,13
6.72,-1.66,-6.42,-62.44,-35.28,61.52
9.5,-2.83,-3.72,18.98,0.43,2.81
2.31,-6.71,-6.6,-134.52,49.13,30.94
5.62,-0.53,-5.38,-15.56,-1.71,6.77
8.95,-1.05,-3.44,-35.52,19.47,24.72
4.08,-1.31,-3.03,46.45,28.14,-8.85
6.97,-0.17,-5.33,-4.94,-17.52,-8.61
7.73,0.72,-5.92,-2.08,-4.88,-5.31
6.95,-1.04,-6.09,-0.98,9.58,7.69
7.39,-4.06,-4.66,6.04,3.48,-4.27
8.14,2.09,-3,-10.19,-5,13.85
7.97,3.38,0.53,-14.22,5.07,137.08
6.91,1.12,-5.82,-5,-2.32,5.55
8.63,-3.32,-2.52,-0.67,-2.01,-6.59
7.65,-4.18,6.54,61.16,-118.47,-56.82
5.11,-3.18,-3.99,19.96,35.46,-16.6
4.79,-1.2,-5.75,-4.09,-8.12,-7.63
7.21,2.4,-6.55,28.32,8.79,21.73
7.01,-0.76,-3.59,27.1,4.88,-29.24
7.11,-0.31,-6.31,29.05,-6.77,21.97
14.83,3.32,-9.53,1.28,2.5,33.08
6.92,-2.45,-5.78,-24.6,4.39,12.94
4.99,1,-5.67,4.76,0.37,-3.54
6.07,0.17,7.82,-0.67,0.31,-1.16
6.41,2.51,-5.27,-61.46,-28.5,56.4
15.51,7.35,-7.17,-49.99,2.93,81.36
8.61,-1.89,-4.94,-48.22,6.16,32.41
4.9,-3.54,7.98,-0.24,1.34,-0.79
5.34,-2.27,-6.17,6.47,-5.13,-15.93
6.92,-1.18,-6.09,21.3,-0.24,-24.48
6.7,-0.57,-3.88,-1.59,-4.33,-5.68
6.07,-1.41,-6.56,-16.11,15.5,27.22
13.21,-1.12,-7.9,-8.36,-26,-2.14
3.47,-2.63,-6.36,19.41,18.31,4.46
8.69,1.91,-3.35,2.08,-12.57,-7.45
11.55,-6.57,-7.95,99.43,-19.04,-87.71
6.09,-0.04,7.75,7.57,8.61,1.4
6.63,0.17,-6,-39.79,5.07,30.7
3.07,-3.51,-3.87,27.28,-27.04,-38.39
25.62,-6.17,5.57,-60.67,90.94,122.38
5.42,1.12,-5.6,10.56,1.77,-12.82
5.23,-6.49,-5.05,-61.89,-6.53,32.23
7.49,-3.41,-3.85,5.43,11.66,-2.44
7.24,-0.46,-7.36,8,-7.14,-33.45
6.56,0.38,-6.49,-44.68,-7.02,61.28
8.01,1.09,-5.07,5.43,-20.75,12.82
5.15,-1.04,-5.65,77.27,3.17,-34.18
5.07,1.97,-8.34,3.11,6.9,-6.23
3.19,-6.12,-6.92,-8,-13.18,-60
8.76,-3.02,-1.83,-0.49,0.18,-5.49
-0.16,-1.16,6.64,8.61,-31.49,-5.19
6.58,1.85,-6.6,-16.11,13.92,-8
7.27,-3.78,-3.34,-67.87,28.69,81.3
6.73,-2.24,-8.54,-13.43,7.51,14.16
7.77,-1.32,-5.3,34.18,3.66,-38.33
8.88,-2.87,-2.01,0.31,-0.73,-4.27
6.72,-1.99,7.11,-1.34,-1.28,-1.4
7.44,-2.02,-3.38,-82.7,31.01,30.15
6.79,-3.5,-4.03,-14.83,12.21,4.33
7.96,-1.42,-5.58,21.97,-23.07,-14.77
10.28,-0.14,-4.49,18.55,9.16,-15.69
-9.74,0.35,10.5,95.4,-22.64,-1.95
5.68,0.3,-4.22,-61.65,-21.91,76.9
7.88,0.03,-6.14,2.75,4.46,-25.45
6.81,-2.79,7.19,-10.86,20.57,-1.89
7.9,-2.06,-5.37,5.68,12.21,-5.98
6.61,0.53,-4.99,-1.22,-6.59,0.98
9.64,-1.87,-5.68,31.19,2.56,-15.56
7.55,-1.45,-8.67,31.31,20.51,-32.53
6.51,0.99,-3.57,-19.41,-27.04,-16.97
8.84,0.66,-4.69,5.37,-2.69,-31.01
6.47,-1.86,-4.87,-3.66,-1.59,5.19
5.44,1.19,-5.88,-13.12,-17.46,-0.67
8.44,-0.94,5.08,-3.05,-6.16,0.67
8.17,-1.04,-5.39,24.96,0.73,-4.88
10.18,0.29,-9.27,-4.82,11.96,-0.37
9.19,-2.01,-2.96,-52.8,7.26,19.9
7.24,-0.47,-8.95,15.2,24.29,-34.67
6.43,-1.28,-6.02,-9.28,-1.4,1.71
6.64,-0.28,-2.99,75.5,-6.77,-73.79
5.57,1.33,-4.5,-6.29,-4.03,6.96
6.48,-1.16,-3.74,-34.79,20.2,23.74
6.46,0.4,-7.08,40.59,-18.31,-63.6
10.96,-3.79,-3.75,29.79,24.11,8.36
6.41,-1.78,-4.79,-0.37,8.48,-5.62
6.04,-4.24,-4.91,41.44,-23.38,-25.51
10.03,-2.39,-6.28,-18.68,-0.31,20.45
7,2.14,-3.67,26.31,6.04,-24.23
5.53,0.24,-4.29,9.4,12.94,-8.18
3.86,-2.1,-5.27,21.97,17.15,4.09
7.59,-4.56,-6.15,0.24,-0.31,-9.58
8.78,-2.56,-4.58,-23.13,14.71,5.8
5.86,2.81,-7.9,-21.85,9.22,6.29
8.64,-4.19,-2.35,-0.67,-0.55,-1.22
6.76,-3.49,-3.53,-1.59,-5.31,-6.47
6.77,-0.32,-6.84,-79.65,-1.16,111.76
7.74,-1.91,-6.06,-3.05,-0.55,1.71
3.71,-0.35,-5.7,4.76,20.32,-14.71
7.49,-3.47,-4.74,-101.44,28.93,34.12
7.45,0.52,-7.36,35.52,48.46,-6.35
6.19,8.56,-3.34,176.7,-63.66,-46.81
11.6,-3.3,-6.01,3.05,7.02,2.62
7.18,-3.55,-5.09,35.34,-15.93,-35.95
8.22,-3.73,-6.13,7.14,-2.99,-20.51
6.21,2.27,-4.02,0.92,-12.88,-32.04
8.73,2.34,-4.76,-64.21,11.41,37.41
7.88,0.06,-6.43,-6.84,19.1,24.23
6.35,0.37,-6.98,-24.54,9.09,40.16
7.45,-3,-3.02,-99.73,45.1,47.42
5.16,0.11,-3.2,24.41,15.75,-16.24
6.69,-2,7.08,-0.06,0.49,-1.28
15.5,3.72,-10.69,-50.72,17.15,106.87
5.21,-3.75,7.47,-7.81,2.32,7.57
8.9,-3.55,-2.02,0.43,-0.79,-1.89
7.46,-0.54,-4.91,-84.05,33.45,49.26
4.78,-1.3,-7.83,-7.51,-3.48,5.55
7.95,-2.97,-2.51,31.01,-6.96,-15.01
5.61,0.19,-6.17,1.89,-1.53,-1.95
3.88,-2.09,-9.88,-13.73,-22.52,0
5.4,-4.36,7.67,-36.01,-23.38,13.79
5.08,2.05,-3.28,-116.64,2.01,77.09
7.44,0.68,-7.45,-2.32,8.67,0.18
7.58,5.53,-3.06,-10.01,21.55,-28.81
8.34,-0.23,-7.88,14.34,-14.34,-16.97
14.48,-14.18,-12.81,-12.76,33.87,34.61
8.34,0.72,-6.27,-44.56,11.96,-13.06
7.9,1.79,-4.91,58.11,-2.38,-40.22
6.1,-3.14,-5.14,-133.18,43.82,69.7
7.58,-2.14,-6.31,19.47,2.44,-22.52
8.5,-1.87,4.47,27.53,25.51,6.41
6.56,-2.99,-5.75,-12.27,2.81,9.64
4.88,-0.12,-5.98,9.03,-3.85,2.44
7.96,-0.35,-8.11,-6.23,7.14,-20.63
9.83,1.26,-7.66,-3.66,-11.78,11.47
9.04,-0.72,-8.56,-6.59,32.17,17.82
6.37,-5.98,-5.92,52.25,-11.66,-41.99
8.94,0.37,-3.8,12.82,-15.2,-35.34
9.34,-4.47,-2,64.27,-15.69,14.77
4.71,-4.08,7.49,27.04,32.47,12.82
8.32,-0.36,-4.21,-10.44,5.43,4.15
5.53,-2.09,-3.49,-26.31,2.2,-3.6
6.93,-4.13,-3.55,-33.51,9.83,14.28
7.02,-1.83,-6.44,0.55,-2.75,0.06
4.13,-3.91,9.25,6.35,-0.24,9.64
4.61,-4.19,-4.09,-0.43,23.13,-29.91
8.16,0.87,-6.12,-10.74,-4.46,9.09
8.65,-2.25,-4.1,-4.09,17.7,1.83
11.58,-6.6,-2.35,-16.66,39.06,23.56
6.83,2.6,6.42,-22.52,3.97,-10.68
8.09,-0.8,5.55,-0.18,0.43,-1.28
8.5,-2.94,-4.04,40.47,-15.2,-9.34
10.77,0.41,-7.21,-7.32,12.57,35.64
8.1,-3.75,-3.8,21,28.99,-9.46
6.57,0.02,7.49,-0.85,-2.08,1.59
6.77,-2.73,-6.06,12.02,-11.05,-11.47
-2.87,-1.34,-3.65,102.29,22.46,-130.55
2.99,-1.52,-6.81,40.41,-9.09,-52.86
7.13,-4.37,-7.35,-20.32,0.37,39.92
6.64,0.08,-6.92,-27.71,-5.92,31.49
8.98,-2.54,-1.68,-3.23,-2.62,0.55
6.82,0.29,-6.75,37.96,-3.48,-9.83
9.32,-2.1,-2.02,-0.37,0.79,-1.1
9.67,-1.37,-6,-10.13,-11.66,-11.6
6.78,-1.3,-4.42,9.28,11.17,-17.27
4.86,2.01,-8.03,-4.7,8.18,7.02
6.97,2.52,-4.67,-19.71,-3.66,2.5
6.5,0.62,-3.1,-31.56,9.58,25.94
6.41,-1.76,-7.03,13.55,0,-14.53
7.68,1.07,-6.43,-6.29,-11.96,-8.61
6.8,-0.63,-7.19,5.86,-3.48,-1.77
5.67,-0.57,-9.6,3.3,17.64,16.11
7.24,-0.41,-7.19,-59.33,-14.04,56.58
10.02,1.51,9.96,15.5,30.09,-6.04
9.05,-0.01,-4.05,3.78,-2.44,-2.87
7.11,-1.85,6.57,-1.59,0,0.79
4.45,-1.05,-5.94,-3.05,-8.12,10.38
11.09,0.98,-8.89,-0.67,3.66,-27.53
6.84,-2.39,-5.33,17.09,0.61,-6.29
6.54,1.07,-2.91,27.1,-31.98,-19.47
6.76,0.15,-7.36,-9.34,3.78,6.47
15.5,-0.37,-8.03,-16.66,6.35,45.78
8.92,-2.95,-2.34,-0.73,-0.43,-0.55
4.72,0.43,-2.57,37.05,-5.8,-28.5
5.19,-1.09,-6.36,-3.42,4.03,12.15
9.51,-4.71,-4.91,61.1,-9.95,-49.8
10.97,-1.14,-8.23,24.17,-23.44,-10.8
6.09,-0.82,8.07,0.43,2.56,0.18
10.62,5.49,-2.34,-11.11,-101.56,-6.29
7.57,-0.15,-5.88,13.24,26.86,1.65
11.04,0.06,-6.72,86.79,0.12,21.55
-1.76,0.87,8.34,0.67,-39.25,1.1
6.1,-1.06,7.82,0.67,-4.58,3.05
8.55,0.12,-6.32,6.04,6.23,14.28
3.66,-4.94,-2.17,6.04,-38.15,-15.14
11.09,1.58,-7.31,-6.96,-16.36,-7.81
14.42,1.56,-9.04,0.98,-1.04,32.84
6.83,1.43,-5.85,20.2,3.97,-21.36
7.69,-3.14,-5.05,10.25,8.12,14.04
5.86,-0.62,-4.9,1.16,-5.8,0.67
10.5,2.28,-8.25,-9.95,8.24,39.86
7.49,-1,6.3,2.75,0.37,-0.92
5.09,1.37,-1.79,-14.34,-4.03,11.05
5.34,-0.08,-5.85,-8.12,3.3,2.14
7.41,-0.88,-4.85,23.74,-3.6,-20.87
4.01,-4.46,7.78,-0.67,0.55,2.32
6.69,-1.19,-4.05,11.66,2.26,-3.85
5.58,-3.38,7.25,5.68,-2.44,-7.2
2.99,-4.23,9.49,58.17,30.64,37.78
8.95,-3.7,-2.04,2.5,5.98,-2.38
4.36,-3.98,7.78,-5.31,0.73,3.23
7.54,0.98,-3.26,-35.58,2.87,23.44
7.47,1.97,3.65,-44.31,45.04,6.9
5.52,-4.28,7.18,-1.04,1.1,-0.55
9.14,-2.96,-1.72,-0.37,-0.18,-0.85
6.63,0.54,-7.1,-1.95,3.05,1.95
8.03,-2.36,-4.84,-0.67,-2.2,2.93
7.08,-1.08,-4.09,-1.28,1.4,-30.03
8.94,-0.85,-7.98,16.11,14.71,-7.2
5.75,0.65,-5.69,-31.86,-14.28,7.51
6.17,-0.13,-7.61,-8.18,3.42,16.66
2.52,-7.05,6.69,-0.37,0.24,-0.31
7.86,-0.19,-8.02,-43.76,-3.11,-1.46
6.81,2.16,-6,5.92,-5.8,-10.56
8.16,-0.85,5.51,-0.31,0.55,-0.73
4.03,-6.75,6.38,-5.68,2.62,-1.71
6.52,-2.85,-7.77,122.86,-28.26,-104.19
13.23,-3.49,-10.47,44.01,1.59,-38.64
11.25,4.3,-5.03,-13.06,27.34,-16.97
7.86,0.56,-7.47,69.7,1.89,-45.96
16.8,-4.07,-10.57,41.87,15.32,-21.12
7.31,-13.46,9.98,-7.57,8.3,-50.42
8.81,-1.07,-5.37,24.48,-12.7,-7.45
6.1,2.33,-4.78,-2.5,-9.28,7.39
6.76,0.29,-5.82,1.95,-3.54,-11.6
8.51,-3.48,-3.94,8.85,-6.41,-4.03
5.37,-4.19,-5.6,50.42,-47.79,-51.64
8.72,-3.44,-1.55,-0.43,-2.32,-0.98
6.96,-1.31,-5.51,-20.45,-0.06,-1.83
7.25,-3.21,-6.39,18.43,-4.33,23.8
11.91,-0.53,-8.23,-4.21,22.64,-0.12
6.77,-0.23,-7.83,-35.16,39.98,30.82
9.33,-0.07,-5.74,13.55,-16.48,-46.02
3.1,-7.07,6.87,0.43,0.61,-2.26
9.61,5.72,1.63,-9.16,-1.89,24.66
5.28,-5.25,-9.29,33.87,-23.93,-33.94
5.93,-1.97,-3.34,21,-8.73,-23.13
8.89,0.98,-8.76,11.23,31.74,-29.17
6.22,-0.03,-5.48,8,11.6,-18.49
4.17,-4.56,-5.25,42.05,-44.01,-71.84
8.57,0.13,-5.75,49.26,-9.16,-77.51
8.3,-0.65,-0.18,-5.31,78.98,25.33
7.04,0.8,-4.75,-41.63,-3.85,20.39
9.1,0.36,-9.06,0.85,1.65,19.04
6.11,2.82,6.94,2.81,-7.39,-13.31
6.03,-1.31,-4.56,2.14,-31.25,6.1
6.1,-2.37,7.53,-0.67,1.4,-0.31
8.21,-0.57,5.52,-0.18,1.04,-1.46
4.75,0.31,-6.46,-13,3.3,24.78
9.69,-6.31,-5.98,-26.43,8.42,9.16
3.85,-0.8,-6.32,4.21,3.85,-6.04
4.78,-2.58,-6.15,35.34,-6.96,-54.75
10.98,-5.04,-6.7,-34.61,-70.86,-2.87
7.95,-1.4,-5.05,18.01,-6.16,-6.23
8.24,-3.52,-3.89,-24.54,32.53,8.97
6.27,-0.68,-5.28,-2.81,22.71,0.92
6.53,-2.73,-3.19,-37.84,14.53,8.91
7.26,2.29,5.92,-0.61,0.73,-0.61
10.49,-7.89,-8.08,-6.9,3.36,-24.23
3.57,1.3,-4.04,35.89,4.33,-0.73
9.83,-1.28,-0.6,1.71,67.57,6.41
8.54,-2.1,-2.27,8.97,-12.51,10.25
6.31,3.37,6.53,10.19,-2.93,-11.47
6.88,0.97,-4.54,13.55,-0.43,-22.52
10.02,-3.68,-6.55,-21.36,-20.26,7.08
4.86,-0.01,-2.93,30.64,14.53,-20.26
8.8,-3.87,-2.79,-1.46,-1.22,-1.77
22.64,-11.4,-3.77,35.77,22.52,-27.59
7.47,1.25,6.78,9.77,3.48,-6.84
8.02,-3.92,-3.67,19.53,-2.01,-20.75
5.3,-0.89,-7.08,3.78,0.98,19.35
9.03,-1.27,-8.25,-4.33,13.49,16.11
7.25,1,-6.88,-21.42,13.12,6.1
8.82,2.71,-3.83,15.56,4.82,-14.59
7.89,0.36,-5.85,-9.77,-11.23,-5.13
7.31,-3.11,-5.52,-6.04,2.69,9.89
7.2,-0.4,-8.76,4.58,12.51,12.45
7.48,-0.74,-3.09,-12.45,-4.58,3.36
6.87,-0.22,7.28,-5.49,7.63,-1.04
6.44,-0.99,-3.33,-34.3,4.94,30.46
7.87,0.38,-7.57,0.12,9.03,-16.05
7.39,0.39,-6.76,-13.06,-2.87,2.62
8.44,-1.21,-5.14,30.88,-4.64,-16.85
9.37,-2.72,-1.95,3.78,-5.13,-12.57
5.42,-1.39,8.17,-0.49,-0.06,-0.98
6.17,2.57,-5.52,-13.18,-13.55,3.78
6,-3.19,-7.4,83.74,-28.44,-95.89
3.25,-0.46,-6.55,-3.85,26.86,7.63
5.41,-8.9,-2.52,24.54,16.97,32.47
0.72,3.35,-2.58,47,68.66,-72.69
6.86,-4.75,-4.1,9.7,-5.62,-16.72
5.83,-1.65,8.11,1.65,1.89,-1.65
7.26,-0.18,-6.9,-1.71,13.18,12.82
5.63,-3.9,7.26,-0.37,0,-1.22
5.98,-1.02,7.62,23.5,16.36,8.12
17.92,2.99,-3.5,20.51,39.98,52.31
5.41,-3.63,7.55,-0.73,-0.92,-1.16
5.91,-0.99,-9.07,7.45,-54.26,-2.38
6.85,2.83,5.73,19.96,-6.16,-18.01
10.09,-2.6,-7.74,-38.21,7.75,13.43
8.7,-2.52,-3.44,-18.74,22.46,4.58
9.84,-2.76,-2.25,-11.96,-11.84,7.02
7.92,0.78,-4.76,-15.69,-3.78,5.62
7.75,0.63,-6.95,4.21,17.94,-10.01
8.77,-3.25,-2.57,-0.49,-0.43,-2.2
6.14,-2.96,-4.52,-77.15,-18.07,6.1
7.52,-2.65,-5.3,-2.75,4.46,1.34
6.72,0.31,-3.56,-12.7,8.06,-6.96
6.05,0.06,-5.57,-14.53,-9.16,-13.24
5.96,0.24,-3.54,-20.45,-2.62,8.3
6.96,-0.18,-7.54,-2.5,6.16,-5.8
5.49,-5.05,6.63,-1.1,0.06,-1.4
7.4,-0.04,-5.94,-9.03,12.94,53.16
3.96,-2.06,-7.32,-3.97,17.82,21.67
5.44,-4.47,6.98,-0.49,-0.67,-2.38
6.7,2.4,-5.19,-3.3,-8.61,-6.71
5.91,-2.97,-6.29,-0.92,-22.95,11.35
8.7,-3.04,-2.97,0.31,1.16,-2.2
9,-3.05,-1.89,-0.12,-0.43,-1.46
4.9,-0.76,-4.07,17.58,-8.42,-11.84
6.33,-0.83,-7.73,3.17,9.34,5.8
16.68,-5.03,-11.47,6.9,17.09,-44.68
4.81,1.34,-5.81,-0.73,8.54,-7.39
8.62,-3.21,-3.01,-0.67,0.12,-2.87
6.39,0.42,-6.41,-75.44,3.91,81.18
6.88,-4.78,-5.98,58.23,-6.77,-74.58
5.67,-7.04,0.58,97.78,115.05,9.77
5.38,-0.12,-5.66,-25.63,-5.98,17.94
8.18,-3.86,-3.64,30.52,6.65,-19.17
5.48,-0.36,-4.6,10.07,-4.09,-0.12
8.81,-2.72,-6.7,34.3,-23.44,-16.85
8.33,-2.94,-0.42,27.47,52.92,29.36
6.12,-4.34,-3.09,-27.95,11.96,-8.67
14.77,-2.71,-9.84,0.55,8.79,-28.32
-1.54,1.86,6.89,24.6,-20.26,-1.28
6.33,0.31,-5.53,2.99,4.76,-11.6
7.89,-1.77,-5.41,-57.07,9.83,28.81
10.37,-0.33,-5.93,26.61,-8.85,12.76
9.15,-2.13,-2.32,-7.87,6.65,-6.9
8.3,2.45,-4.66,-20.94,-3.54,12.76
7.77,-2.55,-6.45,-6.41,3.3,-0.24
27.88,-0.24,-12.72,1.53,-198.73,-34.48
11.01,1.68,-5.16,-3.85,5.31,-26.18
6.71,-1.35,-7.66,32.9,36.19,-2.32
7.26,-1.95,-5.2,72.94,10.07,-26.49
5.68,0.51,-3.78,-8.24,0.06,2.2
10.72,-7.39,-3.48,37.05,28.81,19.23
6.21,0.26,-9.66,1.53,10.25,12.33
8.36,-2.04,-4.39,-0.98,0.06,0.49
5.25,-1,-6.58,-24.05,15.69,47.97
6.73,-1.48,-6.56,-15.87,2.2,21.18
6.84,2.7,-5.01,-49.19,-11.41,38.51
5.48,-0.16,-3.03,24.29,2.44,-21.48
6.74,-2.7,-6.46,-8.73,11.17,24.17
8.93,-0.88,-6.92,-0.79,40.83,-72.14
6.1,0.71,-5.36,6.53,2.93,-7.2
6.17,4.24,6.32,-12.57,8.3,13.61
4.06,-4.58,-2.62,5.07,21.12,18.43
8.09,-2.72,-3.73,-0.43,2.56,-1.59
6.69,1.51,-3.56,18.19,3.42,-21.18
5.54,-0.23,-6.83,5.62,35.4,-2.62
4.63,-0.21,-6.82,-7.02,-6.77,14.83
8.51,-1.87,-4.45,-14.89,8.73,27.53
7.66,-0.64,-6.15,-81.91,7.02,30.33
7.9,-0.77,-4.05,10.13,8.42,-4.27
5.89,2.75,-7.83,-78.67,34.61,75.38
7.61,0.69,-5.87,-14.16,0.85,24.29
6.07,-3.96,7,-1.22,0.49,-0.31
8.07,3.16,6.58,-11.29,4.58,4.39
8.94,-3.15,-2.04,-0.37,-0.37,-1.95
6.83,-0.03,-3.52,8.18,0.12,-4.7
5.56,0.89,-6.18,26.25,-15.44,-23.32
6.01,1.13,-3.2,-8.42,9.34,4.33
2.58,-2.85,-5.64,-21.24,7.39,-7.14
7.95,-3.45,-5.84,23.07,-5.13,-18.37
5.62,0.79,-5.44,6.65,9.77,-15.99
8.67,-2.45,-4.92,-2.38,4.7,1.4
7.25,0.26,5.9,128.05,30.52,23.8
6.68,-0.25,-5.86,32.65,-4.46,-14.16
10.28,2.35,-4.25,-14.28,-27.89,7.87
8.61,-2.15,-4.67,-2.93,3.42,17.58
11.03,3.48,-1.6,-3.23,-19.29,-35.64
6.79,-2.82,-6.13,-104.8,28.56,38.02
4.32,-4.16,-7.26,58.04,-7.93,-48.83
3.16,-1.45,-8.57,-10.68,1.53,16.78
5.67,-4.73,-7.74,98.94,-28.63,-80.93
7.37,-0.62,5.67,0.37,-8,-2.99
9.05,-2.85,-2.09,-0.43,0.85,-0.85
7.45,-0.82,-5.42,31.13,-12.15,-39.67
10.38,1.36,-4.9,8.48,-8.18,-20.08
7.52,-2.82,-5.43,-0.49,0.67,-1.22
11.01,-6.98,-8.15,-24.9,16.3,7.08
7.54,3.72,5.12,7.69,-8.36,-19.9
8.31,-0.61,-5.43,-12.82,6.23,23.01
7.62,-2.91,-4.5,-102.91,32.59,54.08
6.81,-0.47,-8.09,9.64,0.92,-30.15
14.87,-0.49,-8.64,17.15,15.81,-40.28
9.29,-3.65,-1.51,2.2,-5.68,-4.76
11.42,-5.76,-11.1,-22.28,14.95,19.23
7.24,-2.25,-6.09,-26.31,9.83,20.57
8.95,-3.29,-6.93,26,-6.9,-18.01
6.8,-4.84,-6.86,-58.23,-14.16,-1.71
6.49,-1.85,-6.59,21.06,-5.74,-29.11
6.75,0.17,-6.56,-7.69,8.97,-8.18
6.56,0.06,-9.39,1.16,15.38,9.7
9.38,-0.95,-2.3,7.45,1.16,-4.58
7.77,0.65,-5.61,74.16,5.68,-36.32
7.22,0.44,6.68,1.1,4.82,2.38
7.4,-1.39,-4.67,-12.21,-8.67,6.47
5.69,-7.59,8.93,34.24,-3.48,-26.25
6.44,-2.2,-4.12,-19.9,-6.53,-3.91
5.86,0.3,7.94,-0.12,3.6,-1.34
10.44,-4.27,-9.06,17.46,-11.47,-38.27
6.25,-4.87,-4.42,-8.54,-22.4,9.77
